id,data
1402,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2000}"
1403,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1550}"
1404,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
1405,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1550}"
1406,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1350}"
1407,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1800}"
1408,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2450}"
1409,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1450}"
1410,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1800}"
1411,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1250}"
1412,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 1800}"
1413,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2100}"
1414,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1800}"
1415,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1450}"
1416,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1700}"
1417,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 2200}"
1418,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 2000}"
1419,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1950}"
1420,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1500}"
1421,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1800}"
1422,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2400}"
1423,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1600}"
1424,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2050}"
1425,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 2050}"
1426,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1600}"
1427,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1450}"
1428,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1300}"
1429,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1700}"
1430,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1750}"
1431,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1300}"
1432,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1450}"
1433,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1750}"
1434,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1650}"
1435,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 3500}"
1436,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 3350}"
1437,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 1850}"
1438,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1800}"
1439,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1650}"
1440,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1650}"
1441,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1800}"
1442,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1350}"
1443,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1700}"
1444,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1250}"
1445,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1600}"
1446,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2450}"
1447,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2700}"
1448,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 1600}"
1449,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2950}"
1450,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2600}"
1451,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2200}"
1452,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1450}"
1453,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2150}"
1454,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1400}"
1455,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1700}"
1456,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1600}"
1457,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1350}"
1458,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1750}"
1459,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 2450}"
1460,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 2050}"
1461,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1750}"
1462,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1650}"
1463,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1550}"
1464,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1450}"
1465,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 1900}"
1466,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1800}"
1467,"{'марка': 'Citroen', 'модель': 'C4', 'тариф': 'комфорт', 'аренда': 1650}"
1468,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1750}"
1469,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2000}"
1470,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 2900}"
1471,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1500}"
1472,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 1950}"
1473,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2600}"
1474,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1800}"
1475,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1250}"
1476,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 1950}"
1477,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1600}"
1478,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 1750}"
1479,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1400}"
1480,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 2700}"
1481,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1300}"
1482,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1200}"
1483,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 1950}"
1484,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1750}"
1485,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1250}"
1486,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1500}"
1487,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1500}"
1488,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1650}"
1489,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1600}"
1490,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 2450}"
1491,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1400}"
1492,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1800}"
1493,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 3500}"
1494,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1200}"
1495,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1800}"
1496,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1750}"
1497,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
1498,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1800}"
1499,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 1950}"
1500,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2400}"
1501,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1600}"
1502,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1250}"
1503,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2600}"
1504,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1350}"
1505,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2100}"
1506,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
1507,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1800}"
1508,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2550}"
1509,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2250}"
1510,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1350}"
1511,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1600}"
1512,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1300}"
1513,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 3450}"
1514,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 3100}"
1515,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1300}"
1516,"{'марка': 'Opel', 'модель': 'Astra', 'тариф': 'комфорт', 'аренда': 2050}"
1517,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 1950}"
1518,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1500}"
1519,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1400}"
1520,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1250}"
1521,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1400}"
1522,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 2500}"
1523,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 2300}"
1524,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1700}"
1525,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 3450}"
1526,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 3100}"
1527,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1650}"
1528,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1600}"
1529,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1350}"
1530,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1550}"
1531,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1400}"
1532,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 2400}"
1533,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 3200}"
1534,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1700}"
1535,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1400}"
1536,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 1600}"
1537,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1700}"
1538,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1600}"
1539,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 2400}"
1540,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 2000}"
1541,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1800}"
1542,"{'марка': 'Peugeot', 'модель': '508', 'тариф': 'комфорт+', 'аренда': 2100}"
1543,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1400}"
1544,"{'марка': 'Honda', 'модель': 'Civic', 'тариф': 'комфорт', 'аренда': 1900}"
1545,"{'марка': 'Skoda', 'модель': 'Rapid', 'тариф': 'комфорт', 'аренда': 1800}"
1546,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1650}"
1547,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1800}"
1548,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1450}"
1549,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1500}"
1550,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1800}"
1551,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1500}"
1552,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 2150}"
1553,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1400}"
1554,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1400}"
1555,"{'марка': 'Peugeot', 'модель': '408', 'тариф': 'комфорт', 'аренда': 2250}"
1556,"{'марка': 'Geely', 'модель': 'Emgrand', 'тариф': 'комфорт', 'аренда': 2200}"
1557,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2250}"
1558,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 2700}"
1559,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 3100}"
1560,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 2250}"
1561,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1700}"
1562,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2650}"
1563,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1300}"
1564,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1750}"
1565,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1750}"
1566,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1750}"
1567,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1650}"
1568,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1350}"
1569,"{'марка': 'Toyota', 'модель': 'Corolla', 'тариф': 'комфорт', 'аренда': 2400}"
1570,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1450}"
1571,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 1650}"
1572,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 1800}"
1573,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2000}"
1574,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 1600}"
1575,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2950}"
1576,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1400}"
1577,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1600}"
1578,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 2450}"
1579,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1550}"
1580,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1350}"
1581,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1800}"
1582,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 3350}"
1583,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2250}"
1584,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 2450}"
1585,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1200}"
1586,"{'марка': 'Subaru', 'модель': 'Outback', 'тариф': 'комфорт+', 'аренда': 2150}"
1587,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1900}"
1588,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1750}"
1589,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 1900}"
1590,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2450}"
1591,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1400}"
1592,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2400}"
1593,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1350}"
1594,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1350}"
1595,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 2150}"
1596,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1350}"
1597,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1200}"
1598,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1350}"
1599,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 1700}"
1600,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1350}"
1601,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1450}"
1602,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
1603,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1400}"
1604,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1650}"
1605,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1700}"
1606,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 1800}"
1607,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1300}"
1608,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1450}"
1609,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1350}"
1610,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2000}"
1611,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1200}"
1612,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1700}"
1613,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1250}"
1614,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1750}"
1615,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1400}"
1616,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1350}"
1617,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1550}"
1618,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1350}"
1619,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 3300}"
1620,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1400}"
1621,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 2350}"
1622,"{'марка': 'Volkswagen', 'модель': 'Jetta', 'тариф': 'комфорт', 'аренда': 1900}"
1623,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1250}"
1624,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1750}"
1625,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1200}"
1626,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1550}"
1627,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 3150}"
1628,"{'марка': 'Suzuki', 'модель': 'Alto', 'тариф': 'эконом', 'аренда': 1400}"
1629,"{'марка': 'Chevrolet', 'модель': 'Spark', 'тариф': 'эконом', 'аренда': 1800}"
1630,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 3250}"
1631,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 3000}"
1632,"{'марка': 'Chery', 'модель': 'Tiggo 7', 'тариф': 'комфорт+', 'аренда': 2200}"
1633,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2200}"
1634,"{'марка': 'Kia', 'модель': 'Optima', 'тариф': 'комфорт', 'аренда': 1700}"
1635,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1750}"
1636,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1450}"
1637,"{'марка': 'Toyota', 'модель': 'Camry', 'тариф': 'комфорт+', 'аренда': 3050}"
1638,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 3050}"
1639,"{'марка': 'Fiat', 'модель': 'Panda', 'тариф': 'эконом', 'аренда': 1750}"
1640,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1550}"
1641,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1350}"
1642,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 2950}"
1643,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 2850}"
1644,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1350}"
1645,"{'марка': 'Mazda', 'модель': '6', 'тариф': 'комфорт+', 'аренда': 2700}"
1646,"{'марка': 'Hyundai', 'модель': 'Elantra', 'тариф': 'комфорт', 'аренда': 2350}"
1647,"{'марка': 'Kia', 'модель': 'Rio', 'тариф': 'эконом', 'аренда': 1450}"
1648,"{'марка': 'Chery', 'модель': 'Tiggo 4', 'тариф': 'комфорт', 'аренда': 1600}"
1649,"{'марка': 'Ford', 'модель': 'Mondeo', 'тариф': 'комфорт+', 'аренда': 2450}"
1650,"{'марка': 'Volkswagen', 'модель': 'Passat', 'тариф': 'комфорт+', 'аренда': 2700}"
1651,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1300}"
1652,"{'марка': 'Lada', 'модель': 'Granta', 'тариф': 'эконом', 'аренда': 1200}"
1653,"{'марка': 'Geely', 'модель': 'MK', 'тариф': 'эконом', 'аренда': 1300}"
1654,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1500}"
1655,"{'марка': 'Mazda', 'модель': '3', 'тариф': 'комфорт', 'аренда': 2400}"
1656,"{'марка': 'Chery', 'модель': 'Tiggo 2', 'тариф': 'эконом', 'аренда': 1350}"
1657,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1250}"
1658,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1800}"
1659,"{'марка': 'Mitsubishi', 'модель': 'Outlander', 'тариф': 'комфорт+', 'аренда': 3200}"
1660,"{'марка': 'Nissan', 'модель': 'Qashqai', 'тариф': 'комфорт+', 'аренда': 3200}"
1661,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1550}"
1662,"{'марка': 'Volkswagen', 'модель': 'Polo', 'тариф': 'эконом', 'аренда': 1300}"
1663,"{'марка': 'Geely', 'модель': 'Atlas', 'тариф': 'комфорт+', 'аренда': 2600}"
1664,"{'марка': 'Skoda', 'модель': 'Octavia', 'тариф': 'комфорт+', 'аренда': 2450}"
1665,"{'марка': 'Renault', 'модель': 'Logan', 'тариф': 'эконом', 'аренда': 1500}"
1666,"{'марка': 'Datsun', 'модель': 'on-DO', 'тариф': 'эконом', 'аренда': 1350}"
1667,"{'марка': 'Daewoo', 'модель': 'Matiz', 'тариф': 'эконом', 'аренда': 1350}"
1668,"{'марка': 'Honda', 'модель': 'Accord', 'тариф': 'комфорт+', 'аренда': 3300}"
1669,"{'марка': 'Hyundai', 'модель': 'Solaris', 'тариф': 'эконом', 'аренда': 1750}"
